aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0248600,Andrea,Eckert,09/17/1958,Austria,Lower Austria,0,1,"Andrea Eckert was born on September 17, 1958 in Baden, Lower Austria, Austria. She is an actress and director, known for"
nm0530365,Sergi,López,12/22/1965,Spain,Catalonia,0,0,"Sergi López is a Spanish actor, whose specialty is villains of all types but whose range also includes dramatizing romantic and comedic roles with equal mastery. He was born outside of Barcelona in the seaside town of Villanova i la Geltrú on December 22nd, 1965. As a youth he was inclined towards the performance arts and headed to France for further studies in the field. In 1991 he auditioned for French director"
nm1082477,Omar,Sy,01/20/1978,France,Yvelines,0,0,"Omar Sy was born on January 20, 1978 in Trappes, Yvelines, France. He is an actor and writer, known for"
nm0001473,Laura,Linney,02/05/1964,USA,New York,0,1,"Laura Leggett Linney was born in New York City on February 5, 1964, into a theatre family. Her father was prominent playwright"
nm0047962,Chieko,Baishô,06/29/1941,Japan,Tokyo,0,1,"Chieko Baishô was born on June 29, 1941 in Tokyo, Japan. She is an actress, known for"
nm0352778,Bill,Hader,06/07/1978,USA,Oklahoma,0,0,"Bill Hader is an American comedian and actor who is known for playing in Saturday Night Live from 2005 to 2013. He created and starred in the HBO show Barry. He also played Flint Lockwood from Cloudy with a Chance of Meatballs, Colonel Custer from Night at the Museum 2, Fear from Inside Out and Richie Tozier from It Chapter Two. He was married to Maggie Carey and had three children."
nm0642988,Jack,Oakie,11/12/1903,USA,Missouri,0,0,"""America's Joyboy,"" beefy, plump-faced comedian Jack Oakie, was one of the funniest top and second banana jokesters of stage, radio and especially film's ""Golden Age."" He would accomplish so much despite the fact that he was ""functionally deaf"" throughout his career and performed primarily with the aid of lip reading or vibrations."
nm0262635,Chris,Evans,06/13/1981,USA,Massachusetts,0,0,Christopher Robert Evans began his acting career in typical fashion: performing in school productions and community theatre.
nm0941777,Sam,Worthington,08/02/1976,UK,England,0,0,"Samuel Henry John Worthington was born August 2, 1976 in Surrey, England. His parents, Jeanne (Martyn) and Ronald Worthington, a power plant employee, moved the family to Australia when he was six months old, and raised him and his sister Lucinda in Warnbro, a suburb of Perth, Western Australia."
nm1195119,Kim,Min-hee,03/01/1982,South Korea,unknown,0,1,"Kim Min-hee was born on March 1, 1982 in South Korea. She is an actress and production manager, known for"
nm0001463,Janet,Leigh,07/06/1927,USA,California,0,1,"Janet Leigh was the only child of a couple who often moved from town to town. Living in apartments, Janet was a bright child who skipped several grades and finished high school when she was 15. A lonely child, she would spend much of her time at movie theaters. She was a student, studying music and psychology, at the University of the Pacific until she was ""discovered"" while visiting her parents in Northern California. Her father was working the desk at a ski resort where her mother worked as a maid. Retired MGM actress"
nm0533045,Marion,Mack,04/08/1902,April 8,unknown,0,1,"Many recognise Marion Mack as the beautiful but brainless heroine Annabelle Lee, of Buster Keaton's classic 'The General'. However, few realise that Marion was also a talented screenwriter who, with her husband, formed a successful production team. Born Joey Marion McReery, she began her career as a Mack Sennet Bathing Girl. She soon progressed to become a popular figure in two-reelers and serials. On one of these, 'Mary of the Movies' (1923) she featured - uncredited - as screenwriter as well as star, something she was to do many times. She did not earn her first credit until 1938 - `and only because I insisted'. She married the movie's producer, Lewis Lewyn, in 1924. She heard of the part in `The General' through her hairdresser. The resulting six month shoot was arduous, and Marion decided afterwards that she would rather quit acting than endure such a long separation from her husband again. Her last starring appearance was in `Alice in Movieland' (1927). From then on, her work was mainly done behind the camera. She and her husband produced a number of successful series of shorts, including as `Voice of Hollywood' and `Hollywood on Parade'. Soon after Lewis' death in 1969, interest in `The General' was revived and Marion toured extensively with the movie, giving interviews and lectures about working with the comic legend Buster Keaton."
nm0472234,Margaretha,Krook,10/15/1925,Sweden,Stockholms län,0,1,"Margaretha Krook was born on October 15, 1925 in Stockholm, Stockholms län, Sweden. She was an actress, known for"
nm0001167,Shelley,Duvall,07/07/1949,USA,Texas,0,1,"Shelley Alexis Duvall was born in Fort Worth, Texas, the first child to Bobbie Ruth (Massengale, 1929-2020), a real estate broker, and Robert Richardson Duvall (1919-1994), a lawyer. At the time of her birth, her mother was visiting her grandmother in Fort Worth, though Duvall was raised in Houston. During her childhood, Shelley's mother humorously gave Shelley the nickname ""Manic Mouse"", because she would often run around her house and tip over furniture. Shelley however was more than a mouse, but rather quite the little artist. Her favorite thing to do when she was very young was draw. She also has three brothers: Scott, Shane, and Stewart."
nm0000160,Ethan,Hawke,11/06/1970,USA,Texas,0,0,"Ethan Green Hawke was born on November 6, 1970 in Austin, Texas, to Leslie Carole (Green), a charity worker, and James Steven Hawke, an insurance actuary. His parents were students at the University of Texas at the time but divorced when Ethan was 5 years old. His mother raised him alone for the next five years, moving around the country, until she remarried in 1981 and the family settled in Princeton Junction, New Jersey."
nm0586568,Mads,Mikkelsen,11/22/1965,Denmark,Copenhagen,0,0,"Mads Mikkelsen's great successes parallel those achieved by the Danish film industry since the mid-1990s. He was born in Østerbro, Copenhagen, to Bente Christiansen, a nurse, and"
nm0000913,Robby,Benson,01/21/1956,USA,Texas,0,0,"Robby Benson is an American writer, director, composer, lyricist, actor, professor of film, filmmaker and novelist. He began his career in the theater, (Oliver, The King and I); on Broadway (co-starring in Zelda, The Rothschilds and Joseph Papp's The Pirates of Penzance, where he met and fell in love with the great, Karla DeVito!); Benson wrote the libretto and composed the music for the musical that opened in NYC at The Historic Cherry Lane Theatre (Open Heart), and wrote the best-selling novel, ""Who Stole The Funny?"" (HarperCollins), along with the medical memoir, ""I'm Not Dead... Yet"". Benson was nominated for a Golden Globe (one of several) for his second film, ""Jeremy"" which also won an award at the Cannes Film Festival. He sold his first screenplay to Warner Brothers at 18 years-old entitled, ""One on One"". He has starred in such films as One on One, Ode To Billie Joe, Ice Castles, Jeremy (Golden Globe nominee) Tribute, Harry and Son, Running Brave, The Chosen, Die Laughing (wrote screenplay & music), Walk Proud (scored the film as well), The End, Lucky Lady, Death Be Not Proud (Golden Globe nominee), The Last of Mrs. Lincoln, and Our Town among a few. He also wrote and directed the feature film, 'Modern Love' and composed the score for Straight Outta Tompkins and co-wrote the hit song in The Breakfast Club (""We are Not Alone"" - the iconic John Hughes film - the scene where the kids dance in the library) with his wife and loving partner of 40 years, the great Karla DeVito! Benson and DeVito have received RIAA Gold Records, including Nobody Makes Me Crazy, which was covered by Diana Ross; Benson has also written scores for feature films. Benson also voiced 'Beast"" in Disney's Academy Award nominated 'Beauty and the Beast."" In television, Benson has exec. produced and directed over one hundred episodes of Network shows: from one-hour single camera to 30-minute sitcoms including many top ten shows such as Ellen, Friends, Dharma & Greg, Jesse, The Naked Truth, Two Guys, A Girl and a Pizza Place, Sabrina The Teenage Witch (also directed the pilot), Dream On (nominated Best Director/Single Camera), Muddling Through, Good Advice, Monty, Evening Shade and many more. Robby Benson has been a professor of film production at several universities for 20 years. At NYU's famed Tisch School of the Arts in the Maurice Kanbar Institute of Film and Television, Benson received the honor of being nominated for both NYU's Distinguished Teaching Award in 2006, and the David Payne-Carter Award for Teaching Excellence in 2010. Robby is currently developing his second theatrical musical, ""I Hear A Song!"""
nm0000514,Michael,Madsen,09/25/1957,USA,Illinois,0,0,"Michael Madsen's long career spans nearly 40 years and more than 170 films in which he has played memorable characters in myriad box office hits, including:"
nm0000156,Jeff,Goldblum,10/22/1952,USA,Pennsylvania,0,0,"Jeffrey Lynn Goldblum was born October 22, 1952 in Pittsburgh, Pennsylvania, one of four children of Shirley (Temeles), a radio broadcaster who also ran an appliances firm, and Harold L. Goldblum, a doctor. His father was of Russian Jewish descent and his mother was of Austrian Jewish ancestry."
