aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0655053,Sergio,Pablos,01/01/1970,unknown,unknown,0,,"Sergio Pablos' career in animation spans over three decades. His work is well known as a Supervising Animator on Disney films such as ""Tarzan"" and ""Treasure Planet"". At the helm of his company The SPA Studios, he's also known for having developed the original story upon which films like ""Despicable Me"" and ""Smallfoot"" are based on. In addition to this, he has worked as a character designer, story-board artist, and most recently as writer and Director of the first original animated Netflix film, ""Klaus"", all of which have garnered him several nominations including Best Animated Feature at Academy Awards, the Annie Awards and BAFTA."
nm0090151,Jeffrey,Boam,11/30/1946,USA,New York,0,,"Jeffrey Boam was born on November 30, 1946 in Rochester, New York, USA. He was a writer and producer, known for"
nm0006452,Stanley,Kramer,09/29/1913,USA,New York,0,,"Stanley Kramer was born on September 29, 1913 in Hell's Kitchen [now Clinton], Manhattan, New York City, New York, USA. He was a producer and director, known for"
nm0565092,Cormac,McCarthy,07/20/1933,USA,Rhode Island,0,,"Cormac McCarthy was born on July 20, 1933 in Providence, Rhode Island, USA. He is a writer and producer, known for"
nm0369841,Jean,C.,12/24/1872,USA,Maryland,0,0,"Songwriter (""Darktown Poker Club""), author and agent who wrote special material for musical comedy and vaudeville, also scenarios for Charlie Chaplin, Buster Keaton, and Harold Lloyd, and a press agent for Lew Dockstader's Minstrels. A charter member of ASCAP (1914), Havez' other novelty and popular-song compositions included ""Everybody Works but Father"", ""When You Ain't Got No Money then You Needn't Come Around"", ""I'm Looking For an Angel"", ""Do Not Forget the Good Old Days"", ""You're On the Right Road, Sister"", and ""He Cert'ny Was Good to Me""."
nm1273099,Erik,Sommers,01/01/1970,unknown,unknown,0,,"Erik Sommers is a producer and writer, known for"
nm0000683,Gore,Vidal,10/03/1925,USA,New York,0,0,"Gore Vidal was born Eugene Louis Vidal in 1925 in West Point, New York, to Nina (Gore) and West Point aeronautics instructor and aviation pioneer Eugene Luther Vidal. The Vidals endured a rocky marriage divorcing ten years after Gore's birth. Young Gore spent much of his childhood with his blind grandfather, Senator T.P. Gore of Oklahoma. Vidal would later become the confidant of"
nm0386246,Rajkumar,Hirani,11/20/1962,India,Maharashtra,0,,"Rajkumar Hirani is an Indian film director and editor. Hirani has directed five Hindi films, including Munna Bhai M.B.B.S., Lage Raho Munnabhai, 3 Idiots, PK and Sanju, and all of which have been commercial and critical successes. Most of which have won several awards, including the national awards. Among his awards, include 11 Filmfare Awards. He is the founder and owns the production house Rajkumar Hirani Films."
nm9878616,Michelle,Keserwany,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0593565,Margaret,Mitchell,11/08/1900,USA,Georgia,0,,"Margaret Mitchell was born on November 8, 1900 in Atlanta, Georgia, USA. She is known for her work on"
nm0571344,Chris,McKenna,01/01/1970,unknown,unknown,0,,Chris McKenna is known for his work on
nm0000709,Robert,Zemeckis,05/14/1951,USA,Illinois,0,,"A whiz-kid with special effects, Robert is from the Spielberg camp of film-making ("
nm0565068,Brendan,McCarthy,01/01/1970,unknown,unknown,0,,Brendan McCarthy is known for his work on
nm0090213,Al,Boasberg,12/05/1892,USA,New York,0,0,"Al Boasberg was born on December 5, 1892 in Buffalo, New York, USA. He was a writer and director, known for"
nm0770938,Robert,Schenkkan,03/19/1953,USA,North Carolina,0,0,"HUMANITAS Prize, Pulitzer Prize, Tony, and WGA Award winner, three-time Emmy nominated writer. Films: Hacksaw Ridge and The Quiet American. TV: All the Way, The Pacific, The Andromeda Strain, Crazy Horse, Spartacus. Theater: Building the Wall, All the Way, The Great Society, Hanussen, Shadowplay, By the Waters of Babylon, Handler, A Single Shard, Devil and Daniel Webster, Lewis and Clark Reach the Euphrates, Final Passages, The Marriage of Miss Hollywood and King Neptune, Heaven on Earth, Tachinoki, The Dream Thief, The Kentucky Cycle and a musical, The Twelve. Robert is a New Dramatists alumnus, the Dramatists Guild Council, and a board member of The Lilly Awards and The Orchard Project."
nm0368007,Gustav,Hasford,11/28/1947,USA,Alabama,0,,"Gustav Hasford was born in 1947, in Russellville, Alabama. He joined the Marines right out of school in 1967 and used his experiences as a Combat Correspondent in Vietnam to write his first novel, The Short-Timers, which"
nm0517589,John,Logan,09/24/1961,USA,Illinois,0,,"John Logan was a playwright in Chicago for ten years before writing, on spec, his first screenplay, ""Any Given Sunday."" He won the 2010 Tony, Drama Desk, Drama League and Outer Critics Circle awards for his play RED, which premiered at the Donmar Warehouse in London and the Golden Theatre on Broadway."
nm0939992,Sam,Wood,07/10/1883,USA,Pennsylvania,0,0,Following a two-year apprenticeship under
nm0408488,Agenore,Incrocci,07/04/1919,Italy,Lombardy,0,0,"Agenore Incrocci was born on July 4, 1919 in Brescia, Lombardy, Italy. He was a writer and director, known for"
nm0497369,Harper,Lee,04/28/1926,USA,Alabama,0,,"Nelle Harper Lee grew up in Monroeville, Alabama in the 1920s. It was a time of hostility between whites and blacks in the United States, especially in Alabama. Her father, a lawyer, also ran a local newspaper. Her mother suffered from mental illness and oftentimes stayed inside from others; she was thought to suffer from bipolar disorder. Harper was a young lady with an agile personality. She was tomboyish, and eventually befriended Truman Persons. Truman would also turn out to become a writer later on in life, as"
nm0866058,J.R.R.,Tolkien,01/03/1892,Orange Free State [now in South Africa],Bloemfontein,0,,"English writer, scholar and philologist, Tolkien's father was a bank manager in South Africa. Shortly before his father died (1896) his mother took him and his younger brother to his father's native village of Sarehole, near Birmingham, England. The landscapes and Nordic mythology of the Midlands may have been the source for Tolkien's fertile imagination to write about 'the Shire' and 'hobbits' in his later book the Hobbit (1937). After his mother's death in 1904 he was looked after by Father Francis Xavier Morgan a RC priest of the Congregation of the Oratory. Tolkien was educated at King Edward VI school in Birmingham. He studied linguistics at Exeter College, Oxford, and took his B.A. in 1915. In 1916 he fought in World War I with the Lancashire Fusiliers. It is believed that his experiences during the Battle of the Somne may have been fueled the darker side of his subsequent novels. Upon his return he worked as an assistant on the Oxford English Dictionary (1918-20) and took his M.A. in 1919. In 1920 he became a teacher in English at the University of Leeds. He then went on to Merton College in Oxford, where he became Rawlinson and Bosworth Professor of Anglo-Saxon (1925-45) and Merton professor of English Language and Literature (1945-59). His first scholarly publication was an edition of Sir Gawain and the Green Knight (1925). He also wrote books on Chaucer (1934) and Beowulf (1937). In 1939 Tolkien gave the Andrew Lang Lecture at the University of St. Andrews in Scotland titled: ""On Fairy-Stories"". Tolkien will however be remembered most for his books the Hobbit (1937) and the Lord of the Rings (1954-55). The Hobbit began as a bedtime story for his children"". He wrote Lord of the Rings over a period of about 14 years."
nm0258525,Philip,G.,08/22/1909,USA,New York,0,,Biography needs more update
nm0715346,Carol,Reed,12/30/1906,UK,England,0,,"Carol Reed was the second son of stage actor, dramatics teacher and impresario founder of the Royal School of Dramatic Art Sir"
nm0141734,Joseph,Carter,07/31/1912,USA,Massachusetts,0,,Biography needs more update
nm0233561,Cliff,Dorfman,01/01/1970,unknown,unknown,0,0,"Cliff Dorfman is a writer and actor, known for"
nm0004122,Robert,Bolt,08/15/1924,UK,England,0,0,"Son of a small shopkeeper, he attended Manchester Grammar School. He later said that he made poor uses of his opportunities there. He went to work in an insurance office, but later entered Manchester University, taking a degree in History. A post-graduate year at Exeter University led to a schoolmaster's position, first at a village school in Devon, then for seven years at Millfield. During this time he wrote a dozen radio plays, which were broadcast. Encouraged by the London success of his stage play ""Flowering Cherry"" he left teaching for full-time writing. 1960 saw two of his plays (""The Tiger And The Horse"" and ""A Man For All Seasons"") running concurrently in the West End."
nm0594503,Hayao,Miyazaki,01/05/1941,Japan,Tokyo,0,,
nm0275264,Joachim,Fest,12/08/1926,Germany,Berlin,0,,"Joachim Fest was born on December 8, 1926 in Berlin, Germany. He is known for his work on"
nm0000230,Sylvester,Stallone,07/06/1946,USA,New York,0,0,"Sylvester Stallone is a athletically built, dark-haired American actor/screenwriter/director/producer, the movie fans worldwide have been flocking to see Stallone's films for over 40 years, making ""Sly"" one of Hollywood's biggest-ever box office draws."
nm0000759,Paul,Thomas,06/26/1970,USA,California,0,,"Anderson was born in 1970. He was one of the first of the ""video store"" generation of film-makers. His father was the first man on his block to own a V.C.R., and from a very early age Anderson had an infinite number of titles available to him. While film-makers like Spielberg cut their teeth making 8 mm films, Anderson cut his teeth shooting films on video and editing them from V.C.R. to V.C.R."
nm0000229,Steven,Spielberg,12/18/1946,USA,Ohio,0,,"One of the most influential personalities in the history of cinema, Steven Spielberg is Hollywood's best known director and one of the wealthiest filmmakers in the world. He has an extraordinary number of commercially successful and critically acclaimed credits to his name, either as a director, producer or writer since launching the summer blockbuster with"
nm0192942,Brian,Hayes,01/01/1970,1961,unknown,0,0,"Brian Hayes Currie was born in 1961. He is an actor and writer, known for"
nm0102824,Leigh,Brackett,12/07/1915,USA,California,0,,"Leigh Douglass Brackett was born in 1915 in Los Angeles. She was the author of numerous short stories and books regarding science fiction and has been referred to as the Queen of Space Opera. Hollywood director Howard Hawks was so impressed by one of her novels that he had his secretary call in ""this guy Brackett"" to help William Faulkner write the script for The Big Sleep (1946). As a screenwriter, she is best known for her work in The Big Sleep, Rio Bravo (1959), and Star Wars: Episode V - The Empire Strikes Back (1980). She died of cancer in 1978 in Lancaster, California."
nm0441735,Jason,Katz,01/01/1970,unknown,unknown,0,,Jason Katz is known for his work on
nm3582089,Carlos,Martínez,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0871252,B.,Traven,02/23/1882,Poland],Lubuskie,0,0,"B. Traven was born on February 23, 1882 in Schwiebus, Prussia, Germany [now Swiebodzin, Lubuskie, Poland]. He was a writer and actor, known for"
nm0224634,I.A.L.,Diamond,06/27/1920,Romania [now Moldova],Ungheni,0,,"I.A.L. Diamond was born on June 27, 1920 in Ungheni, Romania [now Moldova]. He was a writer and producer, known for"
nm0327944,Alejandro,G.,08/15/1963,Mexico,Distrito Federal,0,,"Alejandro González Iñárritu (ih-nyar-ee-too), born August 15th, 1963, is a Mexican film director."
nm0436164,Laeta,Kalogridis,08/30/1965,USA,Florida,0,,"Laeta Kalogridis was born on August 30, 1965 in Winter Haven, Florida, USA. She is a writer and producer, known for"
nm0629272,Andrew,Niccol,06/10/1964,New Zealand,Paraparaumu,0,,"New Zealand-born screenwriter-director Andrew Niccol began his career in London, successfully directing TV commercials before moving to Los Angeles in order to make films ""longer than 60 seconds."" He interested high-powered producer"
nm0000576,Sean,Penn,08/17/1960,USA,California,0,0,"Sean Penn is a powerhouse film performer capable of intensely moving work, who has gone from strength to strength during a colourful film career, and who has drawn much media attention for his stormy private life and political viewpoints."
nm1127221,Stan,Redding,01/01/1970,unknown,unknown,0,,Biography needs more update
nm4377096,T.J.,Gnanavel,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0285210,Horton,Foote,03/14/1916,USA,Texas,0,0,"Horton Foote, the Pulitzer Prize-winning dramatist and Oscar-winning screenwriter, was born on March 14, 1916, in Wharton, Texas. He says at the age of ten, he had a ""calling"" to become an actor, and when he was 16 he convinced his parents to allow him to go to acting school. With their blessing he went to Pasadena, California, where he studied acting for two years at the Pasadena Playhouse. Subsequently, he moved to New York City and studied at"
nm0858329,Robert,Thoeren,04/21/1903,Czech Republic],Austria-Hungary [now Brno,0,0,"Robert Thoeren was born on April 21, 1903 in Brünn, Moravia, Austria-Hungary [now Brno, Czech Republic]. He was a writer and actor, known for"
nm0001129,Jonathan,Demme,02/22/1944,USA,New York,0,,"Jonathan Demme was born on February 22, 1944 in Baldwin, Long Island, New York, USA. He was a director and producer, known for"
nm0266684,Hampton,Fancher,07/18/1938,USA,California,0,0,"Hampton Fancher was born on July 18, 1938 in Los Angeles, California, USA. He is an actor and writer, known for"
nm4778840,Philippe,Pozzo,02/14/1951,France,Paris,0,,"Philippe Pozzo di Borgo was born on February 14, 1951 in Paris, France. He is a writer, known for"
nm0000255,Ben,Affleck,08/15/1972,USA,California,0,0,"American actor and filmmaker Benjamin Géza Affleck-Boldt was born on August 15, 1972 in Berkeley, California, and was raised in Cambridge, Massachusetts. His mother, Chris Anne (née Boldt), is a school teacher, and his father, Timothy Byers Affleck, is a social worker; the two are divorced. Ben has a younger brother, actor"
nm0610115,Marcel,Moussy,05/07/1924,France,Alger,0,,"Marcel Moussy was born on May 7, 1924 in Algiers, Alger, France. He was a writer and director, known for"
nm4034068,Valérie,Beaugrand-Champagne,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0451148,Aamir,Khan,03/14/1965,India,Maharashtra,0,0,"Aamir Khan was born on March 14, 1965 in Mumbai. He is one of the most successful Indian Bollywood actors who is also known as ""Mr. Perfectionist of Bollywood"". With his recent successes in both the Indian and Chinese film markets, he has shouldered his way into becoming one of the world's biggest superstars. Undergoing rapid transformations in his body structure to better embody the variegated characters in his energetic films, Aamir has garnered praise from all parts of the globe. His most visible transformations can be seen in such movies as Lagaan (2001), Fanaa (2006), Taare Zameen Par (2007), Ghajini (2008), 3 idiots (2009), Talaash (2012), Dhoom 3 (2013), PK (2014), Dangal (2016) and Secret Superstar (2017). His recent successes with movies like Dangal, PK , Talaash and TV serial Satyamev Jayate have attracted attention from more serious moviegoing crowds. However, he is perhaps better known for his fabulous comedic roles, as exemplified by his iconic performances in cult comedies such as Andaz Apna Apna, Passion, and Dil Chahta Hai, to name a few. Aamir is also no slouch at TV commercial work."
nm0825705,John,Steinbeck,02/27/1902,USA,California,0,,"John Steinbeck was the third of four children and the only son born to John Ernst and Olive Hamilton Steinbeck. His father was County Treasurer and his mother, a former schoolteacher. John graduated from Salinas High School in 1919 and attended classes at Stanford University, leaving in 1925 without a degree. He was variously employed as a sales clerk, farm laborer, ranch hand and factory worker. In 1925, he traveled by freight from Los Angeles to New York, where he was a construction worker. From 1926-1928, he was a caretaker in Lake Tahoe, CA. His first novel, ""Cup of Gold,"" was published in 1929. During the 1930s, he produced most of his famous novels (""To a God Unknown,"" ""Tortilla Flat,"" ""In Dubious Battle,"" ""Of Mice and Men,"" and his Pulitzer Prize-winning ""The Grapes of Wrath""). In 1941, he moved with the singer who would become his second wife to New York City. They had two sons, Thom (b. 1944) and John IV (b. 1946). In 1948, his close friend Ed Ricketts died, he went through a divorce, he took a a tour of Russia, and he was elected to the American Academy of Arts and Letters. His wrote the screenplay for"
nm0167241,Henri-Georges,Clouzot,11/20/1907,France,Deux-Sèvres,0,,"Beginning his film career as a screenwriter, Henri-Georges Clouzot switched over to directing and in 1943 had the distinction of having his film"
nm0000520,Michael,Mann,02/05/1943,USA,Illinois,0,,"As a director, screenwriter, and producer, four-time Academy Award© nominee Michael Mann has established himself as one of the most innovative and influential filmmakers in American cinema. After writing and directing the Primetime Emmy Award-winning television movie The Jericho Mile (1979), Mann made his feature-film directorial debut with Thief (1981), followed by executive producing the television series Miami Vice (1984). He went on to direct Manhunter (1986), The Last of the Mohicans (1992), Heat (1995), and The Insider (1999), Ali (2001), Collateral (2004), a film adaptation of Miami Vice (2006), Public Enemies (2009), and most recently, Blackhat (2015)."
nm0217865,Joseph,Delteil,04/20/1894,France,Aude,0,,"Joseph Delteil was born on April 20, 1894 in Villar-en-Val, Aude, France. He was a writer, known for"
nm0000041,Akira,Kurosawa,03/23/1910,Japan,Tokyo,0,,"After training as a painter (he storyboards his films as full-scale paintings), Kurosawa entered the film industry in 1936 as an assistant director, eventually making his directorial debut with"
nm0001873,Steven,Zaillian,01/30/1953,USA,California,0,,"Steven Zaillian was born on January 30, 1953 in Fresno, California, USA. He is a writer and producer, known for"
nm0191717,Jill,Culton,01/01/1970,unknown,unknown,0,,Jill Culton is known for her work on
nm0211823,Steven,E.,11/17/1947,USA,Pennsylvania,0,,"Among the handful of screenwriters whose films have earned over $2 billion at the box office, Steven de Souza was introduced to Hollywood on camera--as a contestant on an L.A. game show. There the Philadelphia-based writer for PBS, ""The New York Times"", ""Premiere"" and other media outlets won a car and a color TV--and then talked his way into the office of several producers to leave behind some writing samples. A contract with Universal Television as a story editor was the result. From there, he moved into producing ("
nm1049433,Lenny,Abrahamson,11/30/1966,Ireland,Dublin,0,,"Lenny Abrahamson was born in Dublin in 1966. He studied physics and philosophy at Trinity College Dublin. While at university he directed short videos with the Trinity Video Society, which he co-founded with Ed Guiney. He graduated in 1991 with first class honours (gold medal). His first short film, 3 Joes, won the Best European Short Film Award at the 1991 Cork Film Festival and the Organiser's Award at the 1992 Oberhausen Short Film Festival. He directed numerous commercials for television in Ireland, the UK and worldwide before taking the helm on his first feature film, Adam & Paul, a stylized downbeat comedy written by Mark O'Halloran and released in 2004. Adam and Paul won the Best First Feature award at the 2004 Galway Film Fleadh and the Grand Prix at the 2005 Sofia International Film Festival. His second feature film, Garage, another collaboration with writer Mark O' Halloran, was selected for Director's Fortnight at the 2007 Cannes Film Festival and won the CICAE Art and Essai award. The film also won the awards for Best Film, Best Director, Best Script and Best Actor at the 2008 Irish Film and Television Awards (IFTAs). Lenny has also directed for television: his four one-hour TV films for RTE, Prosperity, also won the Best Director for TV award 2008 Irish Film and Television Awards. What Richard Did, his third feature, was released in 2012 to critical acclaim. The film, written by Malcolm Campbell, presents a stark portrait of a privileged Dublin teen whose world unravels with one summer night. What Richard Did premiered at the 2012 Toronto International Film Festival and was also selected for the 2012 BFI London Film Festival. Lenny's fourth feature, Frank, a comedy about a young wannabe musician starring Michael Fassbender and Domhnall Gleeson, will be shooting in Winter 2012."
nm0340580,Harry,Grey,11/02/1901,Russian Empire [now Ukraine],Kiev,0,,"Real name Harry/Herschel Goldberg. Born in Russia in 1901, son of Israel and Celia Goldberg, emigrated to USA in 1905. Dropped out from schooling at grade 7. Brother of Hyman Goldberg, a syndicated columnist and food critic for the New York Post and author of several books including ""Our Man in the Kitchen"", a compilation of recipes from his column as ""Prudence Penny""."
nm1802857,Josh,Singer,01/01/1970,unknown,unknown,0,,"Josh Singer is a producer and writer, known for"
nm0639321,Dan,O'Bannon,09/30/1946,USA,Missouri,0,0,Dan O'Bannon was inspired at an early age by EC Comics like Tales from the Crypt and old horror films that he saw in St. Louis. He even wrote a few stories for Heavy Metal magazine (which also showed up in the film).
nm0007646,Frank,Abagnale,04/27/1948,USA,New York,0,0,"Frank William Abagnale, Jr. is an American security consultant known for his history as a former confidence trickster, check forger, and impostor between the ages of 15 and 21. He became one of the most famous impostors ever, claiming to have assumed no fewer than eight identities, including an airline pilot, a physician, a U.S. Bureau of Prisons agent, and a lawyer. He escaped from police custody twice (once from a taxiing airliner and once from a U.S. federal penitentiary), before he was 21 years old. He served less than five years in prison before starting to work for the federal government. He is currently a consultant and lecturer for the FBI academy and field offices. He also runs Abagnale & Associates, a financial fraud consultancy company."
nm0108595,Paul,Brickhill,12/20/1916,Australia,Victoria,0,,"Paul Brickhill was born on December 20, 1916 in Melbourne, Victoria, Australia. He was a writer, known for"
nm5058839,Gillian,Flynn,02/24/1971,USA,Missouri,0,1,"Gillian Flynn was born on February 24, 1971 in Kansas City, Missouri, USA. She is a writer and producer, known for"
nm0825010,Joseph,Stefano,05/05/1922,USA,Pennsylvania,0,,Creative horror screenwriter Joseph Stefano has been writing scripts since the early sixties. His first was
nm0166256,Ron,Clements,04/25/1953,USA,Iowa,0,,"Ron Clements was born on April 25, 1953 in Sioux City, Iowa, USA. He is a writer and director, known for"
nm0483766,Jake,LaMotta,07/10/1922,USA,New York,0,0,"Jake LaMotta had one of the best chins in boxing history. In over 110 fights against the greatest middleweights in history, LaMotta was only knocked to the canvas once in his entire 14 year career. Turning pro in the early 1940s, Lamotta ran up an impressive undefeated streak before losing. He was the first fighter to defeat the great Sugar Ray Robinson (Robinson was 40-0). Claimed to have ""taken a dive"" against ""Blackjack"" Billy Fox in New York City. Fox was 49-1 with 49 knockouts. Captured the World's Middleweight Title from the legendary Frenchman Marcel Cerdan. Made two successful title defenses. Was knocked down by light-heavyweight Danny Nardico in West Palm Beach, Florida in the early 1950s. Made an ill advised comeback and lost to Billy Kilgore in Miami Beach. Ran a popular nightclub on Miami Beach in the 1950s. Served a short prison term. Acted in the movie,"
nm0115669,Clyde,Bruckman,06/30/1894,USA,California,0,,"Had been out of work and was pretty much broke when he killed himself. He borrowed Buster Keaton's gun and after eating a meal that he could not pay for, shot himself. There are two stories; One says it was in the restroom of the cafe on Santa Monica Blvd, and the other story states he did it in the phone booth. His last real work was directing Buster Keaton on his local Los Angeles tv show on KTTV. This was in the early fifties and it was live. The show ran for just a year, but was popular. KTTV was having money problems and could not keep it on the air. The few tapes that survived show Keaton doing his typical gags, many that had been re-worked from his past glory."
nm0593477,Joseph,A.,05/22/1866,USA,Pennsylvania,0,,Biography needs more update
nm0021249,Roger,Allers,06/29/1949,USA,New York,0,,"Roger Allers was born on June 29, 1949 in Rye, New York, USA. He is known for his work on"
nm0204030,William,Davies,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0847223,Isao,Takahata,10/29/1935,Japan,Ise,0,,"Isao Takahata was born on October 29, 1935 in Ise, Japan. He was a director and writer, known for"
nm1323286,Kwang-rim,Kim,01/01/1970,unknown,unknown,0,,Biography needs more update
nm0909638,Fran,Walsh,01/10/1959,New Zealand,Wellington,0,,"Fran Walsh is a New Zealand writer and wife of New Zealand film director Peter Jackson. She co-wrote The Lord of the Rings film trilogy, which is seen by many as Jackson's magnum opus and one of the most significant film series ever made. She also wrote The Hobbit trilogy, a prequel to Jackson's Lord of the Rings trilogy, King Kong, Mortal Engines, The Frighteners, Heavenly Creatures, The Lovely Bones and Meet the Feebles."
nm0452878,Ryûzô,Kikushima,01/28/1914,Japan,unknown,0,,"Ryûzô Kikushima was born on January 28, 1914 in Japan. He was a writer and producer, known for"
nm3543826,Kathryn,Stockett,01/01/1970,unknown,unknown,0,,Kathryn Stockett is known for her work on
nm0731271,Jonathan,Roberts,01/01/1970,USA,Massachusetts,0,,"Jonathan Roberts was born in Boston, Massachusetts, USA. He is a writer and producer, known for"
nm0002120,Lasse,Hallström,06/02/1946,Sweden,Stockholms län,0,,"Lasse Hallström was born on June 2, 1946 in Stockholm, Stockholms län, Sweden. He is a director and writer, known for"
nm0132168,John,W.,06/08/1910,USA,New Jersey,0,,"John W. Campbell, Jr. was an American science fiction writer and editor, known predominantly for the sub-genre 'Hard Science Fiction', and further credited for his role in the Golden Age of Science Fiction. He began writing science fiction in his teens and attended Massachusetts Institute of Technology. He then studied at Duke University where he gained his Bachelor of Science in Physics. By the time he reached his early twenties, however, he was already a well-known writer for the Pulp Magazines."
nm0001353,Walter,Hill,01/10/1942,USA,California,0,,"Hill was born in Long Beach, California and educated at Mexico City College and Michigan State University. He worked in oil drilling and construction in the 60s before becoming a 2nd assistant director in 1967. He has written and co-written screenplays, including several uncredited works. He has produced and directed films since 1975."
nm0000601,Harold,Ramis,11/21/1944,USA,Illinois,0,0,"Born on November 21, 1944 in Chicago, Illinois, Harold Allen Ramis got his start in comedy as Playboy magazine's joke editor and reviewer. In 1969, he joined Chicago's Second City's Improvisational Theatre Troupe before moving to New York to help write and perform in ""The National Lampoon Show"" with other Second City graduates including"
nm0083348,Brad,Bird,09/24/1957,USA,Montana,0,,"Phillip Bradley ""Brad"" Bird is an American director, screenwriter, animator, producer and occasional voice actor, known for both animated and live-action films. Bird was born in Kalispell, Montana, the youngest of four children of Marjorie A. (née Cross) and Philip Cullen Bird. His father worked in the propane business, and his grandfather, Francis Wesley ""Frank"" Bird, who was born in County Sligo, Ireland, was a president and chief executive of the Montana Power Company. On a tour of the Walt Disney Studios at age 11, he announced that someday he would become part of its animation team, and soon afterward began work on his own 15-minute animated short. Within two years, Bird had completed his animation, which impressed the cartoon company. By age 14, barely in high school, Bird was mentored by the animator Milt Kahl, one of Disney's legendary Nine Old Men. Bird recalls Kahl's criticisms as ideal: Kahl would point out shortcomings by gently delivering thoughts on where Bird could improve. After graduating from Corvallis High School in Corvallis, Oregon in 1975, Bird took a three-year break. He was then awarded a scholarship by Disney to attend California Institute of the Arts, where he met and befriended another future animator, Pixar co-founder and director John Lasseter."
